SeniorCitizen,Partner,Dependents,tenure,PhoneService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,AvgMonthlySpend,ChargeRatio,TotalServices,HasInternetService,HasPhoneService,IsPaperlessBilling,HasPartner,HasDependents,FamilySize,IsMonthToMonth,RecencyScore,MonetaryValue,ServiceFrequency,EstimatedCLV,IsElectronicCheck,ServiceAdoptionRate,ChargesPerService,HasFiberOptic,NoInternetService,HasFullProtection,login_count_mean,login_count_std,login_count_sum,data_usage_gb_mean,data_usage_gb_max,call_minutes_mean,call_minutes_sum,support_tickets_sum,support_tickets_mean,support_calls_sum,late_payment_sum,feature_usage_score_mean,feature_usage_score_std,feature_usage_score_min,recent_login_avg,early_login_avg,engagement_trend,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2 years,tenure_group_2-4 years,tenure_group_4-6 years,MonetaryTier_Medium,MonetaryTier_High,MonetaryTier_VIP
1,1,0,37,1,1,0,19.6,727.8,19.152631578947368,0.026893523600439083,1,0,1,0,1,0,1,0,0.02631578947368421,727.8,0.02631578947368421,0.0,0,0.125,9.8,0,1,0,8.108108108108109,3.977602458934442,300,0.0,0.0,288.7798413614635,10684.85413037415,21,0.5675675675675675,14,2,47.01391262588411,22.002139567598995,1.4133049276060778,8.333333333333334,7.666666666666667,0.666666666666667,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,0,4,1,0,1,90.05,368.1,73.62,0.24397182335410456,4,1,1,1,0,0,0,1,0.2,368.1,0.8,2341.2999999999997,1,0.5,18.009999999999998,1,0,0,6.5,2.3804761428476167,26,51.30881873988286,68.46684417621972,308.07018277775245,1232.2807311110098,12,3.0,6,0,45.82177524825299,18.543244415602683,30.322090996722146,5.333333333333333,7.0,-1.666666666666667,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,10,1,0,1,98.7,973.25,88.47727272727273,0.10130869899923017,5,1,1,1,0,0,0,1,0.09090909090909091,973.25,0.45454545454545453,1974.0,1,0.625,16.45,1,0,0,7.8,3.0110906108363236,78,55.0888721178106,84.14668185374205,359.2892735835802,3592.8927358358023,14,1.4,9,1,57.481073191452516,22.484150759503308,10.785881969188425,5.666666666666667,9.333333333333334,-3.666666666666667,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1,0,0,1,1,0,1,70.15,70.15,35.075,0.9859451862262825,2,1,1,1,0,0,0,1,0.5,70.15,1.0,2034.3500000000001,1,0.25,23.383333333333336,1,0,0,12.0,0.0,12,47.177199614132284,47.177199614132284,371.2663815291505,371.2663815291505,0,0.0,2,0,49.2331099077801,0.0,49.2331099077801,12.0,12.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,70,1,2,0,19.8,1378.75,19.419014084507044,0.014350425801775684,1,0,1,0,1,1,2,0,0.014084507042253521,1378.75,0.014084507042253521,0.0,0,0.125,9.9,0,1,0,7.6571428571428575,3.5217161259888186,536,0.0,0.0,289.4675222484089,20262.72655738862,42,0.6,30,3,47.7566035722458,22.000890707279428,4.387574328075366,5.0,11.0,-6.0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0,0,0,22,1,0,1,90.0,1993.8,86.68695652173913,0.045117304992981756,4,1,1,1,0,0,0,1,0.043478260869565216,1993.8,0.17391304347826086,720.0,1,0.5,18.0,1,0,0,6.954545454545454,3.8849805138602167,153,49.24978215381075,92.74808940664195,286.43709482577555,6301.616086167061,7,0.3181818181818182,15,1,45.36699804115528,21.493217200733486,11.206634175717918,5.333333333333333,12.0,-6.666666666666667,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,7,1,0,1,78.5,571.05,71.38125,0.137225766978411,7,1,1,1,0,0,0,1,0.125,571.05,0.875,1805.5,1,0.875,9.8125,0,0,0,9.714285714285714,4.111540089159037,68,52.2384020092231,75.59251582165155,334.0972636752561,2338.6808457267925,5,0.7142857142857143,2,1,47.79712807596476,17.642361299870778,16.178551762451495,7.0,12.333333333333334,-5.333333333333334,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0
0,1,0,31,1,0,1,59.05,1882.8,58.8375,0.03134621509714407,3,1,1,1,1,0,1,1,0.03125,1882.8,0.09375,0.0,0,0.375,14.7625,0,0,0,6.774193548387097,4.08827329010961,210,49.86095795444561,95.46531922587576,323.9746371893193,10043.213752868898,17,0.5483870967741935,7,2,42.026452178267306,24.011455725558836,2.9873894558884118,5.666666666666667,9.0,-3.333333333333333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,1,1,69,0,2,1,54.95,3772.5,53.892857142857146,0.014562077646747053,5,1,0,1,1,1,2,0,0.014285714285714285,3772.5,0.07142857142857142,0.0,0,0.625,9.158333333333333,0,0,0,7.608695652173913,3.956444449935067,525,48.181172419424456,87.07191807453644,277.8113348504677,19168.98210468227,41,0.5942028985507246,21,5,50.214992541891824,22.198168481755715,0.09199426541158395,5.0,8.333333333333334,-3.333333333333334,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
1,0,0,30,1,0,1,104.1,3121.1,100.68064516129031,0.033342942250408375,6,1,1,1,0,0,0,1,0.03225806451612903,3121.1,0.1935483870967742,0.0,1,0.75,14.87142857142857,1,0,0,7.466666666666667,3.7667632985265267,224,53.06507224672749,101.82286631532119,282.3470928625509,8470.412785876526,18,0.6,13,3,62.88833453793666,19.804920343419916,23.602584358541083,6.333333333333333,7.666666666666667,-1.333333333333334,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
1,0,0,53,0,0,1,54.45,2854.55,52.86203703703704,0.01906813048274413,5,1,0,1,0,0,0,1,0.018518518518518517,2854.55,0.09259259259259259,0.0,1,0.625,9.075000000000001,0,0,0,6.7924528301886795,3.096887336603778,360,48.49878318969726,94.85621959120061,288.5209046413552,15291.607945991824,35,0.660377358490566,8,4,47.874465427560004,21.75351591162606,10.202301884691083,5.666666666666667,10.333333333333334,-4.666666666666667,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0
0,0,0,1,1,0,1,71.55,71.55,35.775,0.9862164024810476,2,1,1,1,0,0,0,1,0.5,71.55,1.0,2074.95,0,0.25,23.849999999999998,1,0,0,13.0,0.0,13,68.40453536114732,68.40453536114732,318.3992593820144,318.3992593820144,5,5.0,0,0,70.41621358060337,0.0,70.41621358060337,13.0,13.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,71,1,2,0,90.1,6310.9,87.65138888888889,0.01427462412268889,8,1,1,0,1,0,1,0,0.013888888888888888,6310.9,0.1111111111111111,0.0,1,1.0,10.011111111111111,0,0,1,7.788732394366197,3.883722415259974,553,52.59476274739184,100.21053310575722,297.8613832799538,21148.158212876722,43,0.6056338028169014,19,9,50.890897856477075,21.819050807499185,2.3857418336543272,5.666666666666667,12.666666666666666,-6.999999999999999,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
1,0,0,37,0,0,0,36.65,1315.0,34.60526315789474,0.02784954407294833,3,1,0,0,0,0,0,1,0.02631578947368421,1315.0,0.07894736842105263,0.0,1,0.375,9.1625,0,0,0,7.486486486486487,3.453031048719867,277,50.583459728279216,98.37684805491017,267.86542101318724,9911.020577487929,25,0.6756756756756757,16,0,49.456607127802066,24.07255533452804,15.465218580632731,6.0,10.666666666666666,-4.666666666666666,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,1,0,69,1,1,1,110.55,7610.1,108.71571428571428,0.014524838722392294,7,1,1,1,1,0,1,0,0.014285714285714285,7610.1,0.1,0.0,0,0.875,13.81875,1,0,0,7.884057971014493,4.374176332159603,544,52.483795407631675,92.49604889030037,300.8616581038036,20759.45440916245,30,0.43478260869565216,35,3,50.57047053294391,23.46743135375896,1.7303646251171738,6.666666666666667,12.333333333333334,-5.666666666666667,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1
0,1,0,16,1,0,0,80.75,1321.3,77.7235294117647,0.06106783634576118,4,1,1,0,1,0,1,1,0.058823529411764705,1321.3,0.23529411764705882,1130.5,0,0.5,16.15,1,0,0,7.0,3.687817782917154,112,51.000340476471195,73.48440183222397,324.3532675387779,5189.652280620447,5,0.3125,9,0,54.61122225267158,20.438894627982847,23.27218400516706,3.6666666666666665,9.333333333333334,-5.666666666666668,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,1,1,0,0,19.95,19.95,9.975,0.9522673031026253,1,0,1,0,0,0,0,1,0.5,19.95,0.5,578.55,1,0.125,9.975,0,1,0,10.0,0.0,10,0.0,0.0,383.3590458851847,383.3590458851847,2,2.0,3,0,14.850461140795712,0.0,14.850461140795712,10.0,10.0,0.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
0,1,1,69,1,2,0,61.4,4059.85,57.99785714285714,0.01511998719479912,4,1,1,0,1,1,2,0,0.014285714285714285,4059.85,0.05714285714285714,0.0,0,0.5,12.28,0,0,0,7.681159420289855,3.9500288666971577,530,49.96834686669615,90.2314655766212,300.2831557374332,20719.53774588289,43,0.6231884057971014,21,6,53.039571042491744,23.885003190119605,5.564035620220166,3.6666666666666665,8.0,-4.333333333333334,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0,1,0,21,1,0,1,111.2,2317.1,105.32272727272726,0.04797032052111643,7,1,1,1,1,0,1,1,0.045454545454545456,2317.1,0.3181818181818182,1000.8000000000001,1,0.875,13.9,1,0,0,8.285714285714286,2.951996902824547,174,51.59020903177188,89.6909010795409,289.0339115063783,6069.712141633944,18,0.8571428571428571,9,0,52.71901666847341,24.543326728979526,14.942551638849743,4.666666666666667,10.666666666666666,-5.999999999999999,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,61,1,0,1,106.45,6300.15,101.61532258064516,0.016893741618593434,6,1,1,1,0,0,0,1,0.016129032258064516,6300.15,0.0967741935483871,0.0,1,0.75,15.207142857142857,1,0,0,7.262295081967213,3.696402031454653,443,48.23994039521376,98.18837581647271,308.8317115181373,18838.734402606377,22,0.36065573770491804,33,5,50.31879460526547,24.286545879358233,5.282044110669457,4.666666666666667,10.666666666666666,-5.999999999999999,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0,1,0,38,1,0,1,105.0,4026.4,103.24102564102564,0.026071410835774942,6,1,1,1,1,0,1,1,0.02564102564102564,4026.4,0.15384615384615385,0.0,1,0.75,15.0,1,0,0,7.5,3.797225160418977,285,46.90378671963723,97.09365319344263,327.8288375771758,12457.495827932682,19,0.5,19,1,49.72967760725679,21.50917777042576,9.994626350052343,4.666666666666667,12.0,-7.333333333333333,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
0,0,0,1,1,0,0,19.1,19.1,9.55,0.9502487562189055,1,0,1,0,0,0,0,1,0.5,19.1,0.5,553.9000000000001,0,0.125,9.55,0,1,0,8.0,0.0,8,0.0,0.0,329.8989079191112,329.8989079191112,3,3.0,1,0,75.39667039102757,0.0,75.39667039102757,8.0,8.0,0.0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
0,1,0,23,1,0,1,73.65,1642.75,68.44791666666667,0.04480608365019012,5,1,1,1,1,0,1,1,0.041666666666666664,1642.75,0.20833333333333334,515.5500000000001,0,0.625,12.275,0,0,0,7.695652173913044,3.585764564201256,177,47.08794213230258,64.80186602811935,302.1349304150808,6949.103399546859,18,0.782608695652174,12,1,46.0198155480713,21.504013841387966,7.134455714007837,5.666666666666667,10.666666666666666,-4.999999999999999,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
0,0,0,4,1,0,0,50.4,206.6,41.32,0.24277456647398843,2,1,1,0,0,0,0,1,0.2,206.6,0.4,1310.3999999999999,0,0.25,16.8,0,0,0,6.25,4.031128874149275,25,66.3420518876822,71.7526983157621,260.6647581880222,1042.6590327520887,10,2.5,4,0,61.03172296152156,21.920515526250572,43.66495104011054,7.0,6.333333333333333,0.666666666666667,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,1,6,1,0,0,54.85,355.1,50.728571428571435,0.15402976691940465,3,1,1,0,1,1,2,1,0.14285714285714285,355.1,0.42857142857142855,1316.4,1,0.375,13.7125,0,0,0,6.5,3.9370039370059056,39,63.33708630334562,131.25435776743217,293.82635316060663,1762.9581189636397,6,1.0,8,1,57.14033953710807,17.44181335839696,33.34033910633637,4.0,9.0,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,1,19,1,0,1,75.9,1375.6,68.78,0.05513584192939126,6,1,1,1,0,1,1,1,0.05,1375.6,0.3,834.9000000000001,0,0.75,10.842857142857143,0,0,0,8.421052631578947,2.8149558803269263,160,52.979704769713024,84.17567169325517,302.4533719528157,5746.614067103498,16,0.8421052631578947,12,0,45.53108844997599,22.511372666648146,12.781185219534924,8.0,10.666666666666666,-2.666666666666666,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
0,1,1,64,1,2,0,69.25,4447.75,68.42692307692307,0.015566170272548469,6,1,1,0,1,1,2,0,0.015384615384615385,4447.75,0.09230769230769231,0.0,0,0.75,9.892857142857142,0,0,0,7.078125,3.595873682386874,453,46.849441431556926,93.80998265441636,306.1769874026074,19595.327193766872,44,0.6875,31,2,47.77247641421441,19.289800860510777,4.569376445468409,5.333333333333333,10.333333333333334,-5.000000000000001,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1
0,1,0,62,1,1,1,23.75,1446.8,22.965079365079365,0.016404199475065617,1,0,1,1,1,0,1,0,0.015873015873015872,1446.8,0.015873015873015872,0.0,0,0.125,11.875,0,1,0,8.016129032258064,3.7786802079860196,497,0.0,0.0,290.2097136328106,17993.002245234256,31,0.5,22,4,47.75274032183526,22.075508618761248,3.9644633291117017,3.6666666666666665,11.666666666666666,-8.0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
0,0,0,1,1,0,1,81.7,81.7,40.85,0.9879081015719468,3,1,1,1,0,0,0,1,0.5,81.7,1.5,2369.3,1,0.375,20.425,1,0,0,12.0,0.0,12,26.651096508980274,26.651096508980274,263.5133269337213,263.5133269337213,3,3.0,0,0,41.722431998785744,0.0,41.722431998785744,12.0,12.0,0.0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,1,1,0,0,0,30.5,30.5,15.25,0.9682539682539683,2,1,0,0,1,1,2,1,0.5,30.5,1.0,884.5,0,0.25,10.166666666666666,0,0,0,14.0,0.0,14,49.6596413742693,49.6596413742693,223.06734484754554,223.06734484754554,1,1.0,1,0,71.73107477131397,0.0,71.73107477131397,14.0,14.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,8,0,0,0,29.35,216.45,24.049999999999997,0.13497355713957232,2,1,0,0,0,0,0,1,0.1111111111111111,216.45,0.2222222222222222,645.7,0,0.25,9.783333333333333,0,0,0,6.375,2.7222627143085,51,57.397729194268905,77.15356843482357,290.3179837673619,2322.5438701388953,12,1.5,6,0,41.063975920467556,20.715581560099665,12.24192659541629,3.3333333333333335,8.333333333333334,-5.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,72,1,2,1,113.65,8124.2,111.2904109589041,0.013987348003741447,8,1,1,1,1,0,1,0,0.0136986301369863,8124.2,0.1095890410958904,0.0,0,1.0,12.627777777777778,1,0,1,7.666666666666667,3.9432595368106167,552,53.378099187594934,116.06427176018137,306.3661808871349,22058.36502387371,41,0.5694444444444444,31,6,48.43283489234952,22.73335553522302,1.2353947904199847,6.0,15.333333333333334,-9.333333333333334,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
0,0,0,11,1,0,1,60.9,688.5,57.375,0.0883248730964467,5,1,1,1,0,0,0,1,0.08333333333333333,688.5,0.4166666666666667,1157.1,1,0.625,10.15,0,0,0,8.454545454545455,2.2074254852038084,93,57.14737138121088,89.8383929299906,285.828982537196,3144.118807909156,8,0.7272727272727273,6,0,49.801180650066605,13.964099852581967,20.485422453862494,6.0,10.0,-4.0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,1,25,1,2,0,20.1,486.05,18.69423076923077,0.041268863566368955,1,0,1,0,1,1,2,0,0.038461538461538464,486.05,0.038461538461538464,100.5,0,0.125,10.05,0,1,0,7.36,3.9357337308308864,184,0.0,0.0,349.9024946719853,8747.562366799633,16,0.64,15,1,58.25992364109742,19.78330326368946,23.129829469289138,3.6666666666666665,11.333333333333334,-7.666666666666668,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
1,1,1,26,1,0,0,105.75,2710.25,100.37962962962963,0.03900414937759336,6,1,1,0,1,1,2,1,0.037037037037037035,2710.25,0.2222222222222222,423.0,1,0.75,15.107142857142858,1,0,0,7.5,3.8288379438153295,195,50.86337413020309,93.61771619959686,281.99298636076,7331.8176453797605,18,0.6923076923076923,8,1,50.52448400520386,22.167639586290456,4.528167501974416,7.333333333333333,9.0,-1.666666666666667,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0
0,1,1,17,1,0,0,74.55,1215.8,67.54444444444444,0.061267258382643,6,1,1,0,1,1,2,1,0.05555555555555555,1215.8,0.3333333333333333,969.15,0,0.75,10.65,0,0,0,6.235294117647059,2.56245516460059,106,45.95757290702596,71.07942028712327,342.9501408125706,5830.152393813701,12,0.7058823529411765,10,1,44.907760349834106,24.62141996892418,8.249474811690238,4.0,7.0,-3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0
0,0,0,11,1,0,1,44.65,472.25,39.354166666666664,0.09434759640781827,2,1,1,1,0,0,0,1,0.08333333333333333,472.25,0.16666666666666666,848.35,0,0.25,14.883333333333333,0,0,0,6.909090909090909,2.21153998175685,76,54.049621870640884,85.91415048528259,224.66232744148826,2471.2856018563707,10,0.9090909090909091,8,0,51.186876164076516,29.524180291889834,10.905544975343465,4.666666666666667,8.666666666666666,-3.999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,68,1,2,0,20.5,1424.9,20.65072463768116,0.014376884774528366,1,0,1,0,0,0,0,0,0.014492753623188406,1424.9,0.014492753623188406,0.0,0,0.125,10.25,0,1,0,7.102941176470588,3.6123325489563314,483,0.0,0.0,282.35666093129834,19200.252943328287,37,0.5441176470588235,26,3,44.95817373268853,23.613855553050104,4.407361357524824,4.333333333333333,13.0,-8.666666666666668,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
0,0,0,59,1,0,1,111.35,6519.75,108.6625,0.017076256565579113,7,1,1,1,0,0,0,1,0.016666666666666666,6519.75,0.11666666666666667,0.0,1,0.875,13.91875,1,0,0,7.52542372881356,3.8923263684765157,444,47.63316475537542,88.56463171742263,290.8024885839987,17157.346826455923,34,0.576271186440678,24,5,43.623481259724244,21.899647432236815,8.205067586574318,4.333333333333333,8.333333333333334,-4.000000000000001,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
0,0,0,9,0,1,0,50.8,463.6,46.36,0.10934136891950064,5,1,0,0,0,0,0,0,0.1,463.6,0.5,1066.8,0,0.625,8.466666666666667,0,0,0,8.555555555555555,3.643868518179241,77,46.41145779921905,84.56465663964988,312.629688345736,2813.667195111624,5,0.5555555555555556,4,1,30.386547056535488,19.625784526298933,7.279415882717003,5.333333333333333,10.333333333333334,-5.000000000000001,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
1,0,0,2,1,0,1,72.6,154.3,51.43333333333334,0.4674822923374114,2,1,1,1,0,0,0,1,0.3333333333333333,154.3,0.6666666666666666,2032.7999999999997,0,0.25,24.2,1,0,0,8.5,2.1213203435596424,17,45.58618087285696,70.32230304939294,227.71299126834273,455.42598253668547,4,2.0,3,0,41.60034037302822,3.4035724750746645,39.193651195643035,8.5,8.5,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0,47,1,0,1,85.3,4045.65,84.284375,0.021079164246969713,4,1,1,1,1,0,1,1,0.020833333333333332,4045.65,0.08333333333333333,0.0,1,0.5,17.06,1,0,0,7.829787234042553,4.325451215146934,368,54.44499016488452,98.76017051505431,311.2097735646818,14626.859357540045,28,0.5957446808510638,18,1,48.65608564489875,23.422801866915712,6.335375429790652,4.333333333333333,10.0,-5.666666666666667,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,0,0,33,0,0,1,54.6,1803.7,53.050000000000004,0.030254335900703717,5,1,0,1,0,0,0,1,0.029411764705882353,1803.7,0.14705882352941177,0.0,1,0.625,9.1,0,0,0,7.2727272727272725,4.501893541005324,240,49.53425445161856,95.8680387062246,288.4781434110233,9519.77873256377,14,0.42424242424242425,18,2,51.02426857593946,25.45877155726822,8.561613066612148,4.666666666666667,6.0,-1.333333333333333,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0
0,1,1,46,1,2,0,19.95,862.4,18.348936170212767,0.02310632383599722,1,0,1,0,1,1,2,0,0.02127659574468085,862.4,0.02127659574468085,0.0,0,0.125,9.975,0,1,0,7.717391304347826,4.3187603338523015,355,0.0,0.0,314.4354101014089,14464.02886466481,30,0.6521739130434783,14,1,54.43912725291192,23.021057113721834,3.422768238622371,3.0,12.333333333333334,-9.333333333333334,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,1,1,65,1,2,1,110.8,7245.9,109.78636363636363,0.015289296112820655,7,1,1,1,1,1,2,0,0.015151515151515152,7245.9,0.10606060606060606,0.0,0,0.875,13.85,1,0,0,8.261538461538462,4.039944782562484,537,45.55918085650254,82.92499761069183,319.2845380220756,20753.494971434913,36,0.5538461538461539,25,2,47.49903597902189,21.947537046210396,7.030023880692811,5.666666666666667,11.0,-5.333333333333333,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1
0,1,1,48,0,0,1,29.5,1423.05,29.041836734693877,0.02071556476247323,2,1,0,1,1,1,2,1,0.02040816326530612,1423.05,0.04081632653061224,0.0,0,0.25,9.833333333333334,0,0,0,7.208333333333333,3.4515388694574898,346,50.93121532851089,90.67185350144015,294.7750698378342,14149.203352216042,27,0.5625,20,7,45.45096486224364,22.067655007120234,3.49377223317237,6.333333333333333,8.666666666666666,-2.333333333333333,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0,0,0,2,1,0,1,46.0,84.5,28.166666666666668,0.5380116959064327,2,1,1,1,0,0,0,1,0.3333333333333333,84.5,0.6666666666666666,1288.0,0,0.25,15.333333333333334,0,0,0,7.0,4.242640687119285,14,78.26865269335292,88.23273807867196,240.64724668341267,481.29449336682535,5,2.5,2,0,27.287585332772302,4.919120518712294,23.80924185651695,7.0,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,0,1,74.6,74.6,37.3,0.9867724867724867,3,1,1,1,0,0,0,1,0.5,74.6,1.5,2163.3999999999996,0,0.375,18.65,1,0,0,6.0,0.0,6,90.59077921444157,90.59077921444157,266.0031116812288,266.0031116812288,1,1.0,2,0,72.5279912509316,0.0,72.5279912509316,6.0,6.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,1,1,0,1,49.85,49.85,24.925,0.9803343166175025,3,1,1,1,0,1,1,1,0.5,49.85,1.5,1445.65,1,0.375,12.4625,0,0,0,18.0,0.0,18,21.022489520613703,21.022489520613703,252.97488804123034,252.97488804123034,1,1.0,1,0,83.34673662119675,0.0,83.34673662119675,18.0,18.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,26,1,0,1,80.7,2193.0,81.22222222222223,0.036782133090246125,3,1,1,1,0,0,0,1,0.037037037037037035,2193.0,0.1111111111111111,322.8,1,0.375,20.175,1,0,0,7.3076923076923075,4.452138639074312,190,47.81957558790854,86.74276939194017,264.5622616704578,6878.618803431904,20,0.7692307692307693,10,3,47.41330706800136,25.498487768615686,5.365079130252978,4.333333333333333,13.333333333333334,-9.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,1,1,16,1,0,0,20.4,321.4,18.905882352941177,0.06327543424317618,1,0,1,0,1,1,2,1,0.058823529411764705,321.4,0.058823529411764705,285.59999999999997,1,0.125,10.2,0,1,0,7.5625,4.2264050918008325,121,0.0,0.0,273.0780831732257,4369.249330771611,18,1.125,8,1,47.971610857168514,20.08600811832881,12.951076351228913,6.666666666666667,9.666666666666666,-2.999999999999999,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
0,1,0,49,1,2,0,106.65,5174.35,103.48700000000001,0.020607301921609165,7,1,1,0,1,0,1,0,0.02,5174.35,0.14,0.0,0,0.875,13.33125,1,0,1,6.836734693877551,3.1047472976577213,335,48.7697279313775,87.91581467453028,313.8995708556941,15381.078971929011,36,0.7346938775510204,17,3,48.93689126432121,20.937402790357464,2.726970754766132,5.333333333333333,9.666666666666666,-4.333333333333333,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
